slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
indexing-co-mainnet-enterprise-indexer,!provider:indexing-co-enterprise-indexer,"[""[Docs](https://docs.indexing.co/networks/solana)""]",,,,,Solana JSON-RPC,mainnet,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-free-indexer,!provider:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/solana)""]",,,,,Solana JSON-RPC,mainnet,,,,,,,,,,,,,,,,,,
indexing-co-mainnet-pay-as-you-go-indexer,!provider:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/solana)""]",,,,,Solana JSON-RPC,mainnet,,,,,,,,,,,,,,,,,,
orbitflare-dedicated,OrbitFlare,"[""[Website](https://orbitflare.com)"", ""[Docs](https://docs.orbitflare.com/welcome)""]",,Dedicated,Archival,rpc,Solana JSON-RPC,mainnet,$3K,$0,NULL,NULL,NULL,99.99%,,,,FALSE,FALSE,"[""DAS"",""gRPC""]",,"[""SSL"",""IP Protection"", ""Custom Rate Limiting""]","[""Full customer facing API"",""Analytics including RPS, TPS, methods""]","[""Europe"",""US"",""Asia""]",,
orbitflare-enterprise,OrbitFlare,"[""[Website](https://orbitflare.com)"", ""[Docs](https://docs.orbitflare.com/welcome)""]",,Enterprise,Archival,rpc,Solana JSON-RPC,mainnet,$3K,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""DAS"",""gRPC""]",,"[""SSL"",""IP Protection"", ""Custom Rate Limiting""]","[""Full customer facing API"",""Analytics including RPS, TPS, methods""]","[""Europe"",""US"",""Asia""]",,
orbitflare-pay-as-you-go,OrbitFlare,"[""[Website](https://orbitflare.com)"", ""[Docs](https://docs.orbitflare.com/welcome)""]",,Pay-as-you-go,Archival,rpc,Solana JSON-RPC,mainnet,$399-999,$0,NULL,NULL,NULL,,,,,FALSE,FALSE,"[""DAS"",""gRPC""]","[""100/300/500 rps""]","[""SSL"",""IP Protection"", ""Custom Rate Limiting""]","[""Full customer facing API"",""Analytics including RPS, TPS, methods""]","[""Europe"",""US"",""Asia""]",,
quicknode-mainnet-free-recent-state,!provider:quicknode-free-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Recent-State,RPC,"mainnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-mainnet-build-recent-state,!provider:quicknode-build-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Recent-State,RPC,"mainnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Recent-State,RPC,"mainnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-scale-recent-state,!provider:quicknode-scale-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Recent-State,RPC,"mainnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-business-recent-state,!provider:quicknode-business-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Recent-State,RPC,"mainnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Recent-State,RPC,"mainnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-free-full-archive,!provider:quicknode-free-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Archive,RPC,"mainnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-mainnet-build-full-archive,!provider:quicknode-build-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Archive,RPC,"mainnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Archive,RPC,"mainnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-scale-full-archive,!provider:quicknode-scale-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Archive,RPC,"mainnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-business-full-archive,!provider:quicknode-business-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Archive,RPC,"mainnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-mainnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Archive,RPC,"mainnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-free-recent-state,!provider:quicknode-free-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Recent-State,RPC,"devnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-devnet-build-recent-state,!provider:quicknode-build-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Recent-State,RPC,"devnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Recent-State,RPC,"devnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-scale-recent-state,!provider:quicknode-scale-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Recent-State,RPC,"devnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-business-recent-state,!provider:quicknode-business-recent-state,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Recent-State,RPC,"devnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Recent-State,RPC,"devnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-free-full-archive,!provider:quicknode-free-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Free,Free,Archive,RPC,"devnet",EVM JSON-RPC,$0,$0,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,,,,,,,
quicknode-devnet-build-full-archive,!provider:quicknode-build-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Build,Build,Archive,RPC,"devnet",EVM JSON-RPC,"$49/mo (monthly plan),$42/mo (yearly plan)",$0.62 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Accelerate,Accelerate,Archive,RPC,"devnet",EVM JSON-RPC,"$249/mo (monthly plan), $212/mo (yearly plan)",$0.55 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-scale-full-archive,!provider:quicknode-scale-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Scale,Scale,Archive,RPC,"devnet",EVM JSON-RPC,"$499/mo (monthly plan),$424/mo (yearly plan)",$0.53 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-business-full-archive,!provider:quicknode-business-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Business,Business,Archive,RPC,"devnet",EVM JSON-RPC,"$999/mo (monthly plan), $849/mo (yearly plan)",$0.5 per 1M extra API credits,NULL,NULL,NULL,99.99%,NULL,NULL,,FALSE,FALSE,,,,,,,
quicknode-devnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/welcome)""]",Enterprise,Enterprise,Archive,RPC,"devnet",EVM JSON-RPC,Custom,Custom,NULL,NULL,NULL,,NULL,NULL,,FALSE,FALSE,,,,,,,
